activity_id,name,category,sector,source,unit_type
sea_freight-vessel_type_bulk_and_general_cargo-route_type_inland-vessel_length_na-tonnage_gt_300t_lt_600t-fuel_source_na-load_type_na-distance_uplift_na,Inland ship small (300-600 t),Sea Freight,Transport,CO2 Emissiefactoren,WeightOverDistance
sea_freight-vessel_type_bulk_and_general_cargo-route_type_inland-vessel_length_na-tonnage_gt_5000t_lt_11000t-fuel_source_na-load_type_na-distance_uplift_na,Inland ship large (5000-11000 t),Sea Freight,Transport,CO2 Emissiefactoren,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_gt_100000_lt_199999_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (100000-199999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_gt_10000_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (10000-34999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_gt_10000_lt_34999_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (10000-34999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_gt_200000_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (>200000 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_gt_35000_lt_59999_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (35000-59999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_gt_60000_lt_99999_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (60000-99999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_lt_9999_dwt-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (<9999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_international-vessel_length_na-tonnage_na-fuel_source_na-load_type_na-distance_uplift_na,International sea travel - adopted from the UK - Bulk carrier (Average),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_100000dwt_lt_199999dwt-fuel_source_na,Bulk carrier (100000 dwt - 199999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_10000dwt_lt_34999dwt-fuel_source_na,Bulk carrier (10000 dwt - 34999 dwt),Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_hfo-distance_uplift_excluded,Bulk carrier >100 dwkt - Average load - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_hfo-load_type_heavy-distance_uplift_excluded,Bulk carrier >100 dwkt - Heavy load - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_mgo-distance_uplift_excluded,Bulk carrier >100 dwkt - Average load - MGO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_mgo-load_type_heavy-distance_uplift_excluded,Bulk carrier >100 dwkt - Heavy load - MGO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_10dwkt_lt_100dwkt-fuel_source_hfo-distance_uplift_excluded,Bulk carrier 10-100 dwkt - Average load - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_10dwkt_lt_100dwkt-fuel_source_hfo-load_type_heavy-distance_uplift_excluded,Bulk carrier 10-100 dwkt - Heavy load - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_10dwkt_lt_100dwkt-fuel_source_mgo-distance_uplift_excluded,Bulk carrier 10-100 dwkt - Average load - MGO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_10dwkt_lt_100dwkt-fuel_source_mgo-load_type_heavy-distance_uplift_excluded,Bulk carrier 10-100 dwkt - Heavy load - MGO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_200000dwt-fuel_source_na,Bulk carrier > 200000 dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_35000dwt_lt_59999dwt-fuel_source_na,Bulk carrier  35000 - 59999 dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gt_60000dwt_lt_99999dwt-fuel_source_na,Bulk carrier  60000 - 99999 dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_100dwkt_lt_200dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Bulk carrier 100000-199999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_100dwkt_lt_200dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Bulk carrier 100000-199999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_100dwkt_lt_200dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Bulk carrier 100000-199999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_100dwkt_lt_200dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Bulk carrier 100000-199999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_100dwkt_lt_200dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Bulk carrier 100000-199999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_100dwkt_lt_200dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Bulk carrier 100000-199999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_35dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Bulk carrier 10000-34999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_35dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Bulk carrier 10000-34999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_35dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Bulk carrier 10000-34999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_35dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Bulk carrier 10000-34999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_35dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Bulk carrier 10000-34999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_35dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Bulk carrier 10000-34999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_200dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Bulk carrier >200000 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_200dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Bulk carrier >200000 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_200dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Bulk carrier >200000 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_200dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Bulk carrier >200000 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_200dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Bulk carrier >200000 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_200dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Bulk carrier >200000 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_35dwkt_lt_60dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Bulk carrier 35000-59999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_35dwkt_lt_60dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Bulk carrier 35000-59999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_35dwkt_lt_60dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Bulk carrier 35000-59999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_35dwkt_lt_60dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Bulk carrier 35000-59999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_35dwkt_lt_60dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Bulk carrier 35000-59999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_35dwkt_lt_60dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Bulk carrier 35000-59999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_60dwkt_lt_100dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Bulk carrier 60000-99999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_60dwkt_lt_100dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Bulk carrier 60000-99999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_60dwkt_lt_100dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Bulk carrier 60000-99999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_60dwkt_lt_100dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Bulk carrier 60000-99999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_60dwkt_lt_100dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Bulk carrier 60000-99999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_gte_60dwkt_lt_100dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Bulk carrier 60000-99999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_hfo-distance_uplift_excluded,Bulk carrier <10 dwkt - Average load - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Bulk carrier <9999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Bulk carrier <9999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Bulk carrier <9999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Bulk carrier <9999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_mgo-distance_uplift_excluded,Bulk carrier <10 dwkt - Average load - MGO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Bulk carrier <9999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_10dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Bulk carrier <9999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_lt_9999dwt-fuel_source_na,Bulk carrier < 9999 dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Bulk carrier (average),Sea Freight,Transport,"BEIS,MfE","WeightOverDistance,WeightOverDistance"
sea_freight-vessel_type_bulk_carrier-route_type_na-vessel_length_panamax-tonnage_50000t-fuel_source_bunker_c_oil,Cargo freighter (Panamax),Sea Freight,Transport,UBA,WeightOverDistance
sea_freight-vessel_type_bulk_carrier_ignition_ship-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_lng-distance_uplift_excluded,Bulk carrier >100 dwkt - Average load - LNG compression ignition ship,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier_ignition_ship-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_lng-load_type_heavy-distance_uplift_excluded,Bulk carrier >100 dwkt - Heavy load - LNG compression ignition ship,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier_medium_speed_ship-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_lng-distance_uplift_excluded,Bulk carrier >100 dwkt - Average load - LNG Otto dual fuel (medium speed) ship,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier_medium_speed_ship-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_lng-load_type_heavy-distance_uplift_excluded,Bulk carrier >100 dwkt - Heavy load - LNG Otto dual fuel (medium speed) ship,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier_slow_speed_ship-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_lng-distance_uplift_excluded,Bulk carrier >100 dwkt - Average load - LNG Otto dual fuel (slow speed) ship,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_bulk_carrier_slow_speed_ship-route_type_na-vessel_length_na-tonnage_gt_100dwkt-fuel_source_lng-load_type_heavy-distance_uplift_excluded,Bulk carrier >100 dwkt - Heavy load - LNG Otto dual fuel (slow speed) ship,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland-vessel_length_na-tonnage_500t-fuel_source_diesel,Inland freight ship goods,Sea Freight,Transport,UBA,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland-vessel_length_na-tonnage_na-fuel_source_diesel,Inland ship (average),Sea Freight,Transport,UBA,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_100m-tonnage_na-fuel_source_na,Motor vessel 110m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_110m-tonnage_na-fuel_source_na,Container vessels 110m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_135m-tonnage_na-fuel_source_na,Container vessels 135m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_gt_163m_lt_185m-tonnage_na-fuel_source_na,Coupled convoy 163 - 185m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_gt_85m_lt_86m-tonnage_na-fuel_source_na,Motor vessel 85 - 86m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe-vessel_length_gt_87m_lt_109m-tonnage_na-fuel_source_na,Motor vessel 87 - 109m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_inland_western_europe_amsterdam_rotterdam_antwerp_and_rhine_routes-vessel_length_135m-tonnage_na-fuel_source_na,Motor vessel 135m,Sea Freight,Transport,STC-Nestra B.V.,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_international-vessel_length_na-tonnage_60000t-fuel_source_bunker_c_oil,Container ship (medium),Sea Freight,Transport,UBA,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_0_lt_4999dwt-fuel_source_na,General cargo 0-4999 dwt,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_10000dwt-fuel_source_na,General cargo > 10000 dwt,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_10000dwt-fuel_source_na,General cargo > 10000dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_10000dwt_and_gt_100teu-fuel_source_na,General cargo > 10000dwt and 100teu,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_10000t_lt_20000t-fuel_source_heavy_fuel_oil_or_marine_gas_oil,Cargo ship using heavy fuel or marine gas oil - 10000 - 20000t,Sea Freight,Transport,ADEME,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt-fuel_source_na,General cargo - 5000 - 9999dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt-fuel_source_na,General cargo 5000-9999 dwt,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt_and_gt_100teu-fuel_source_na,General cargo - 5000 - 9999dwt and > 100teu,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_lt_4999dwt-fuel_source_na,General cargo < 4999dwt,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_lt_4999dwt_and_gt_100teu-fuel_source_na,General cargo < 4999dwt and > 100teu,Sea Freight,Transport,MfE,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_lte_10000t-fuel_source_heavy_fuel_oil_or_marine_gas_oil,Cargo ship using heavy fuel or marine gas oil ≤ 10000t,Sea Freight,Transport,ADEME,WeightOverDistance
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,General cargo (average),Sea Freight,Transport,"BEIS,MfE","WeightOverDistance,WeightOverDistance"
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Waterborne Craft (freight),Sea Freight,Transport,EPA,WeightOverDistance
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_0_lt_4999dwt_gt_100teu-fuel_source_na,General cargo 0-4999 dwt >100 TEU,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_0_lt_4999dwt_gt_100teu-fuel_source_na,General cargo 0–4999 dwt >100 TEU,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_10000dwt_gt_100teu-fuel_source_na,General cargo > 10000 dwt >100 TEU,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt_gt_100teu-fuel_source_na,General cargo 5000-9999 dwt >100 TEU,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_cargo_gt_100teu-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt_gt_100teu-fuel_source_na,General cargo 5000–9999 dwt >100 TEU,Sea Freight,Transport,BEIS,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_20dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Chemical tanker 10000-19999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_20dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Chemical tanker 10000-19999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_20dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Chemical tanker 10000-19999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_20dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Chemical tanker 10000-19999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_20dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Chemical tanker 10000-19999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_10dwkt_lt_20dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Chemical tanker 10000-19999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_20dwkt_lt_40dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Chemical tanker 20000-39999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_20dwkt_lt_40dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Chemical tanker 20000-39999 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_20dwkt_lt_40dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Chemical tanker 20000-39999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_20dwkt_lt_40dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Chemical tanker 20000-39999 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_20dwkt_lt_40dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Chemical tanker 20000-39999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_20dwkt_lt_40dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Chemical tanker 20000-39999 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_40dwkt-fuel_source_hfo-load_type_na-distance_basis_actual,Chemical tanker >40000 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_40dwkt-fuel_source_hfo-load_type_na-distance_basis_sfd,Chemical tanker >40000 dwt - HFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_40dwkt-fuel_source_mdo-load_type_na-distance_basis_actual,Chemical tanker >40000 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_40dwkt-fuel_source_mdo-load_type_na-distance_basis_sfd,Chemical tanker >40000 dwt - MDO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_40dwkt-fuel_source_vlsfo-load_type_na-distance_basis_actual,Chemical tanker >40000 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
sea_freight-vessel_type_chemical_tanker-route_type_na-vessel_length_na-tonnage_gte_40dwkt-fuel_source_vlsfo-load_type_na-distance_basis_sfd,Chemical tanker >40000 dwt - VLSFO,Sea Freight,Transport,GLEC,WeightOverDistance
